	gene symbol	chromosome	gene start
16349	RAET1G	6	149916878
16350	ULBP2	6	149942014
16351	SNX14	6	85504776
16352	GRIK2	6	100962701
16353	ATXN1	6	16299112
16355	DSP	6	7541617
16356	SNRNP48	6	7590198
16357	BYSL	6	41921499
16358	CCND3	6	41934934
16359	ANKRD66	6	46746933
16360	HS3ST5	6	114055596
16361	NFYA	6	41072974
16362	H4C8	6	26277609
16363	RNF39	6	30070266
16364	OR2J1	6	29099490
16365	OR2H1	6	29457155
16366	OR2J2	6	29170907
16367	RNF217	6	124962437
16368	DDR1	6	30876421
16369	OR10C1	6	29439306
16370	OR2W1	6	29044213
16371	ZSCAN31	6	28324693
16372	METTL24	6	110243940
16373	MAP7	6	136342281
16374	IL20RA	6	136999971
16375	SGK1	6	134169248
16376	GNL1	6	30541381
16377	MANEA	6	95577485
16378	NT5E	6	85449584
16380	NMBR	6	142058330
16381	PGBD1	6	28281572
16382	NRM	6	30688047
16383	BTN1A1	6	26500303
16384	AK9	6	109492855
16385	H3C6	6	26224199
16386	TAAR1	6	132643312
16387	C6orf52	6	10671418
16388	PTP4A1	6	63521746
16389	TIAM2	6	154832697
16390	ZSCAN12	6	28378955
16391	MEI4	6	77650274
16392	TMEM181	6	158536436
16393	GPR6	6	109978256
16394	UFL1	6	96521595
16395	FHL5	6	96562548
16396	SERAC1	6	158109519
16397	GTF2H5	6	158168350
16398	KCNQ5	6	72621792
16399	TRIM39-RPP21	6	30328907
16400	RPP21	6	30345131
16401	H2AC14	6	27814302
16402	H2BC14	6	27815022
16403	H4C11	6	27824092
16404	H4C12	6	27831174
16405	LY86	6	6588108
16406	H3C10	6	27810051
16407	HLA-C	6	31268749
16408	HLA-G	6	29826967
16409	KIF25	6	167996241
16410	ARHGAP18	6	129576132
16411	PDE10A	6	165327287
16412	HLA-DPA1	6	33064569
16413	HLA-DRB5	6	32517353
16414	HLA-DQA1	6	32628179
16415	HLA-DQB1	6	32659467
16416	LAMA2	6	128883138
16417	MYO6	6	75749201
16418	MDC1	6	30699807
16419	TBP	6	170554302
16420	AGER	6	32180968
16421	SASH1	6	148272304
16422	E2F3	6	20401879
16423	PXT1	6	36390551
16424	BAK1	6	33572547
16425	RCAN2	6	46220736
16426	RREB1	6	7107597
16427	CCN6	6	112054075
16428	PRL	6	22287244
16429	PRKN	6	161347417
16430	POU5F1	6	31164337
16431	SMOC2	6	168441151
16432	RHAG	6	49605175
16433	SLC16A10	6	111087503
16434	CNPY3	6	42929480
16435	GPX6	6	28503296
16436	KLHDC3	6	43014103
16437	MYB	6	135181308
16438	EZR	6	158765741
16439	GCNT2	6	10492223
16440	ESR1	6	151656691
16441	PLAGL1	6	143940300
16443	MED20	6	41905354
16444	ZSCAN23	6	28431930
16445	PACRG	6	162727132
16446	NHSL1	6	138422043
16447	C6orf141	6	49550666
16448	BICRAL	6	42746958
16449	H2AC13	6	27808173
16450	H2BC8	6	26216200
16451	H2BC13	6	27807479
16452	H2BC15	6	27838545
16453	H2BC7	6	26199516
16454	H2BC9	6	26251614
16455	H2BC4	6	26114873
16456	H3C8	6	26270918
16457	H4C2	6	26026896
16458	H4C5	6	26204610
16459	TAAR5	6	132588592
16460	H2BC5	6	26158122
16461	MYCT1	6	152697897
16462	HUS1B	6	655939
16463	TREML1	6	41149337
16464	USP49	6	41789896
16465	ZNF165	6	28080568
16466	LY6G6D	6	31715348
16467	CUL7	6	43037617
16468	ADGRF4	6	47685864
16469	ZSCAN16	6	28107689
16470	ZKSCAN8P1	6	28161769
16471	ZSCAN9	6	28224886
16472	ZKSCAN4	6	28241697
16473	NKAPL	6	28259297
16474	H2BC11	6	27125897
16475	H2AC11	6	27133043
16476	H4C9	6	27139282
16477	H2BC12	6	27146361
16478	H2AC12	6	27147106
16479	PRSS16	6	27247701
16480	POM121L2	6	27285903
16481	ZNF391	6	27374615
16482	ZNF184	6	27450743
16483	TAF8	6	42050513
16484	TAF11	6	34877462
16485	SMIM8	6	87322583
16486	C6orf163	6	87344813
16487	CFAP206	6	87407972
16489	SLC35A1	6	87470623
16490	RARS2	6	87513459
16491	SHPRH	6	145864245
16492	RAET1E	6	149883179
16493	CAP2	6	17393595
16494	FAM8A1	6	17600302
16495	PHACTR1	6	12716312
16496	MDFI	6	41636882
16497	COL11A2	6	33162681
16498	BTNL2	6	32393339
16499	RIPPLY2	6	83853360
16500	THEMIS	6	127708072
16501	MCUR1	6	13786557
16502	PHACTR2	6	143536845
16503	CCHCR1	6	31142439
16504	IPCEF1	6	154154496
16505	SNAP91	6	83552880
16506	BAG6	6	31639028
16507	OR11A1	6	29425504
16508	SESN1	6	108984309
16509	FRMD1	6	168053095
16510	CCR6	6	167111807
16511	CDKN1A	6	36676460
16512	RAB44	6	36697826
16513	PPIL1	6	36854827
16514	C6orf89	6	36871870
16515	PI16	6	36948263
16516	MTCH1	6	36965807
16517	PIM1	6	37170152
16518	TMEM217	6	37212180
16519	BACH2	6	89926528
16520	TRERF1	6	42224931
16521	VNN1	6	132680849
16522	VNN2	6	132743870
16523	C6orf132	6	42092233
16524	CLIC1	6	31730581
16525	PLEKHG1	6	150599883
16526	HLA-B	6	31353872
16527	IL22RA2	6	137143820
16528	SERINC1	6	122443351
16529	PKIB	6	122471917
16530	ARMC12	6	35737032
16531	CLPSL2	6	35776594
16532	CLPSL1	6	35781019
16533	CLPS	6	35794982
16534	LHFPL5	6	35797206
16535	SRPK1	6	35832966
16536	ZKSCAN3	6	28349947
16537	DUSP22	6	291630
16538	IRF4	6	391739
16539	IFNGR1	6	137197483
16540	RIMS1	6	71886550
16541	ZC3H11C	6	65301476
16542	GCLC	6	53497341
16543	KLHL31	6	53647916
16544	PSMB8	6	32840717
16545	CALHM5	6	116511639
16546	CALHM4	6	116529013
16547	RWDD1	6	116571409
16548	RSPH4A	6	116616479
16549	ZUP1	6	116635618
16550	KPNA5	6	116681187
16551	SKIC2	6	31959116
16552	SCML4	6	107702154
16553	SEC63	6	107867756
16554	MMS22L	6	97142161
16555	NFKBIL1	6	31546870
16556	FGD2	6	37005646
16557	TNFAIP3	6	137867214
16558	SF3B5	6	144094884
16559	STX11	6	144150487
16560	PRRT1	6	32148359
16562	DOP1A	6	83067666
16563	RWDD2A	6	83193357
16564	STK19	6	31971091
16565	TAP1	6	32845209
16566	CD164	6	109366514
16567	PPIL6	6	109390215
16568	SMPD2	6	109440724
16569	MICAL1	6	109444062
16570	ZBTB24	6	109460632
16571	PGM3	6	83147324
16573	CFB	6	31945650
16574	HCG22	6	31053450
16575	SLC39A7	6	33200305
16576	COX7A2	6	75237675
16577	TSBP1	6	32288526
16578	MYLK4	6	2663629
16579	SNRPC	6	34757505
16580	BLTP3A	6	34792083
16581	ANKS1A	6	34889255
16582	TCP11	6	35118071
16583	TMEM14A	6	52671113
16584	GSTA2	6	52750087
16585	MAP3K5	6	136557046
16586	DEF6	6	35297818
16587	FANCE	6	35452338
16588	TNF	6	31575565
16589	NR2E1	6	108166022
16590	SNX3	6	108211222
16591	OSTM1	6	108029245
16592	C4A	6	31982057
16593	TAPBP	6	33299694
16594	TRAF3IP2	6	111555381
16595	CGA	6	87085498
16596	IL17A	6	52186375
16597	MCM3	6	52264014
16598	IL17F	6	52236681
16599	KHDC1	6	73241314
16600	TJAP1	6	43477523
16601	HLA-DRB1	6	32577902
16602	C6orf120	6	169702126
16603	GJE1	6	142132925
16604	SAPCD1	6	31762656
16605	TRIM39	6	30326479
16606	MUC22	6	31010474
16607	LY6G5B	6	31669976
16608	TAAR8	6	132552672
16609	TAAR9	6	132538277
16610	EHMT2	6	31879759
16611	TMEM217B	6	37212181
16612	LRRC73	6	43506968
16613	LY6G5C	6	31676684
16614	RAMACL	6	166583009
16615	H2AC8	6	26216921
16616	OR2I1P	6	29550407
16617	OPN5	6	47781982
16618	ZNF292	6	87151803
16619	IRAK1BP1	6	78867551
16620	AFDN	6	167826893
16621	PHIP	6	78934419
16622	LRFN2	6	40391591
16623	LYRM2	6	89568144
16624	CARMIL1	6	25279078
16625	MDN1	6	89642498
16626	MAP3K7	6	90513573
16627	CPNE5	6	36740775
16628	SUMO4	6	149400262
16629	ZC3H12D	6	149446795
16630	TAB2	6	149218641
16631	ECHDC1	6	127288712
16633	GUCA1ANB	6	42155406
16634	GUCA1A	6	42173364
16635	SYCP2L	6	10886831
16636	ELOVL2	6	10980759
16637	SMIM13	6	11093834
16638	ERVFRD-1	6	11102489
16639	SCGN	6	25652201
16641	H2AC1	6	25723397
16642	H2BC1	6	25726777
16643	GLP1R	6	39048781
16644	SAYSD1	6	39104063
16645	KCNK5	6	39188971
16646	LEMD2	6	33771202
16647	MLN	6	33794673
16648	OR12D1	6	29414928
16649	KIAA0408	6	127438406
16651	C6orf58	6	127519455
16652	GRM4	6	34018643
16653	SMIM29	6	34246381
16654	NUDT3	6	34279679
16655	HMGA1	6	34236873
16656	SOGA3	6	127472806
16657	TTBK1	6	43243481
16658	ARID1B	6	156776020
16659	HIVEP2	6	142751469
16660	SYNE1	6	152121687
16661	RPS10-NUDT3	6	34284887
16662	RPS10	6	34417454
16663	PACSIN1	6	34466061
16664	SPDEF	6	34537802
16665	ILRUN	6	34587288
16666	FOXP4	6	41546381
16667	SOD2	6	159669069
16668	TAP2	6	32821833
16669	C2	6	31897785
16670	CEP43	6	166999174
16672	UTRN	6	144285335
16673	DAXX	6	33318558
16674	DST	6	56457987
16675	ZNF451	6	57086844
16676	COL9A1	6	70216040
16677	SLC26A8	6	35943516
16678	MAPK14	6	36027782
16679	EYA4	6	133240514
16680	SMLR1	6	130827406
16681	EPB41L2	6	130839347
16682	FYN	6	111660332
16683	GABBR1	6	29555629
16684	PRRC2A	6	31620715
16687	GRM1	6	146027646
16688	RAB32	6	146543833
16689	HMGN3	6	79201245
16690	STXBP5	6	147204180
16691	HLA-A	6	29941260
16692	PLG	6	160702194
16693	B3GAT2	6	70856679
16694	BRD2	6	32968594
16695	AKAP7	6	131135467
16696	TCF19	6	31158331
16697	PCMT1	6	149749444
16698	TNXB	6	32041153
16699	VEGFA	6	43770184
16700	UNCX	7	1232872
16701	GET4	7	876554
16702	INTS1	7	1470277
16703	RADIL	7	4797055
16704	EIF2AK1	7	6022247
16705	ZFAND2A	7	1152071
16706	MIOS	7	7566875
16707	MEOX2	7	15611212
16708	FAM20C	7	192571
16709	FOXK1	7	4682295
16710	C7orf50	7	996986
16711	SUN1	7	816615
16712	ICA1	7	8113184
16713	TSPAN13	7	16753755
16714	RPA3	7	7636518
16715	NXPH1	7	8433609
16716	PAPOLB	7	4857738
16717	C1GALT1	7	7156934
16718	WIPI2	7	5190196
16719	AP5Z1	7	4775615
16720	NDUFA4	7	10931943
16721	SCIN	7	12570577
16722	MICALL2	7	1428465
16723	COX19	7	898778
16724	NPY	7	24284188
16725	ARL4A	7	12686856
16727	GPR146	7	1044546
16728	PRPS1L1	7	18026770
16729	NPVF	7	25224570
16730	CPVL	7	28995235
16731	ADAP1	7	897900
16732	GSDME	7	24698355
16733	OSBPL3	7	24796540
16734	SNX13	7	17790761
16735	KLHL7	7	23105758
16736	AHR	7	16916359
16737	TWIST1	7	19020991
16738	MALSU1	7	23298739
16739	C7orf31	7	25134692
16740	AGR2	7	16791811
16741	NOD1	7	30424527
16742	CYTH3	7	6161776
16743	SP4	7	21428043
16744	ITGB8	7	20330702
16745	AGR3	7	16859412
16746	IGF2BP3	7	23310209
16747	RAMP3	7	45157791
16748	GLCCI1	7	7968796
16749	CDCA7L	7	21900899
16750	ABCA13	7	48171458
16751	CREB5	7	28299321
16752	HECW1	7	43112629
16753	ANLN	7	36389821
16754	ZPBP	7	49850421
16755	MTURN	7	30134986
16756	NPSR1	7	34658218
16757	INMT	7	30697985
16758	ADCY1	7	45574140
16759	VWC2	7	49773638
16760	CYP2W1	7	983181
16761	SFRP4	7	37905932
16762	TBRG4	7	45100100
16763	AMPH	7	38383704
16764	POM121L12	7	53035633
16765	ASL	7	66075800
16766	ANKMY2	7	16599779
16767	CCT6A	7	56051685
16768	TRIL	7	28953358
16769	NACAD	7	45080437
16770	NIPSNAP2	7	55951793
16771	PSPH	7	56011051
16772	ZNF713	7	55887456
16773	AOAH	7	36512941
16774	GRB10	7	50590063
16776	SKAP2	7	26667068
16777	STK17A	7	43582758
16778	AGMO	7	15200317
16780	ZNF804B	7	88759700
16781	ZNF727	7	64045434
16782	SEMA3A	7	83955777
16783	VKORC1L1	7	65873074
16784	BLVRA	7	43758680
16785	NUPR2	7	56114681
16786	GATAD1	7	92447482
16787	VOPP1	7	55436056
16788	BET1	7	93962762
16789	SDHAF3	7	97117698
16790	LMTK2	7	98106862
16791	EEPD1	7	36153254
16792	PCLO	7	82754012
16793	BBS9	7	33109557
16794	ASB4	7	95478444
16795	RBM48	7	92528773
16796	MTERF1	7	91692008
16797	NPTX2	7	98617285
16798	ERVW-1	7	92468380
16799	TEX47	7	88794106
16800	ZKSCAN1	7	100015572
16801	TAC1	7	97732084
16802	SEC61G	7	54752250
16803	IFT22	7	101310914
16804	MRPS17	7	55951877
16805	CYCS	7	25118656
16806	GUSB	7	65960684
16807	PEX1	7	92487020
16808	VPS50	7	93232340
16809	MOGAT3	7	101195007
16811	VPS41	7	38722974
16812	ANKIB1	7	92245974
16813	TFPI2	7	93885396
16814	ELAPOR2	7	86876906
16815	PPP1R9A	7	94907202
16816	PON3	7	95359872
16817	SERPINE1	7	101127104
16818	PON1	7	95297676
16819	HGF	7	81699010
16820	ZNRF2	7	30284597
16821	FAM133B	7	92560758
16822	TPST1	7	66205317
16823	ASNS	7	97851677
16824	PEG10	7	94656325
16825	RINT1	7	105532169
16826	PDE1C	7	31751179
16827	TECPR1	7	98214624
16828	THAP5	7	108554543
16829	TMEM243	7	87196160
16830	LSM5	7	32485338
16831	AP1S1	7	101154456
16832	PLOD3	7	101205977
16833	CD36	7	80369575
16834	AZGP1	7	99966720
16835	LRRN3	7	111091006
16836	GNG11	7	93921735
16837	SEMA3C	7	80742538
16838	TMEM168	7	112762377
16839	TES	7	116210506
16840	ZNF716	7	57450177
16841	PNPLA8	7	108470417
16842	PON2	7	95404862
16843	SGCE	7	94524204
16844	AGBL3	7	134986508
16845	CAV2	7	116287380
16846	DNAJB9	7	108569867
16847	LEP	7	128241278
16848	GNAT3	7	80458635
16849	GCC1	7	127580628
16850	ANKRD7	7	118214669
16851	LAMB4	7	108023548
16852	ZNF277	7	112206695
16853	GALNT17	7	71132144
16854	NAT16	7	101170496
16855	KCND2	7	120273175
16856	IMMP2L	7	110662644
16857	RAB19	7	140404058
16858	TCAF1	7	143851375
16859	SND1	7	127652194
16860	DLX5	7	97020396
16861	ARF5	7	127588386
16862	FAM3C	7	121348878
16863	SSU72P8	7	124476371
16864	SLC13A1	7	123113531
16865	SMIM30	7	113116718
16866	CALN1	7	71779491
16867	CDHR3	7	105876796
16868	BAIAP2L1	7	98291650
16869	PLEKHA8	7	30027404
16870	FMC1-LUC7L2	7	139341360
16871	TFEC	7	115935148
16872	PRSS37	7	141836300
16873	HIBADH	7	27525442
16874	RNF148	7	122701668
16875	ARMC10	7	103074881
16876	STMP1	7	135662496
16877	PARP12	7	140023749
16878	PODXL	7	131500262
16879	DYNC2I1	7	158856558
16880	MKRN1	7	140453033
16881	KLRG2	7	139452690
16882	GNAI1	7	79768028
16883	GIMAP4	7	150567369
16884	RNF133	7	122697735
16885	KLHDC10	7	130070534
16886	STRIP2	7	129434432
16887	DLX6	7	97005553
16888	GNGT1	7	93591573
16889	STK31	7	23710203
16890	POT1	7	124822386
16891	MTPN	7	135926760
16892	SSMEM1	7	130206344
16893	BMT2	7	112819147
16894	COL26A1	7	101362875
16895	ZNF212	7	149239651
16896	CHCHD2	7	56101573
16897	FSCN3	7	127591409
16898	TMEM209	7	130164713
16899	WEE2	7	141708353
16900	DNAJB6	7	157335381
16901	ATP6V0A4	7	138706294
16902	LRRC4	7	128027071
16903	NCAPG2	7	158631169
16904	ZNF783	7	149262171
16905	EFCAB10	7	105565120
16906	CLEC2L	7	139523685
16907	GIMAP6	7	150625375
16908	SSBP1	7	141738334
16909	PTPRN2	7	157539056
16910	UBE3C	7	157138916
16911	HIPK2	7	139561570
16912	TAS2R16	7	122994704
16913	FIS1	7	101239458
16914	DENND11	7	141656728
16915	TAS2R3	7	141764097
16916	TSPAN12	7	120787320
16917	ZNF467	7	149764182
16918	PTPRZ1	7	121873089
16919	BRI3	7	98252379
16920	AKR1B15	7	134549110
16921	GIMAP7	7	150514872
16922	SLC37A3	7	140293693
16923	CRCP	7	66114604
16924	CPED1	7	120988697
16925	LUC7L2	7	139340359
16926	PRSS58	7	142252143
16927	RHEB	7	151466012
16928	MYO1G	7	44962662
16929	AKR1D1	7	138002324
16930	ING3	7	120950763
16931	SMKR1	7	129502531
16932	PRKAG2	7	151556124
16933	TAS2R5	7	141790217
16934	WNT16	7	121325367
16935	ZNF862	7	149838375
16936	TMEM229A	7	124030921
16937	BPGM	7	134646811
16938	AGK	7	141551278
16939	INSIG1	7	155297776
16940	ACTR3B	7	152759749
16941	AKR1B1	7	134442356
16942	TMEM213	7	138797952
16943	TRIM24	7	138460259
16944	KDM7A	7	140084746
16945	GALNTL5	7	151956379
16946	MACC1	7	20134655
16947	AKR1B10	7	134527567
16948	ZC3HC1	7	130018287
16949	FMC1	7	139339457
16950	CHCHD3	7	132784870
16951	ZNHIT1	7	101218165
16952	ZNF282	7	149195546
16953	DENND2A	7	140518420
16954	ZNF398	7	149126416
16955	SVOPL	7	138594285
16956	MKLN1	7	131110096
16957	COPG2	7	130506238
16958	FAM180A	7	135728348
16959	VIPR2	7	159028175
16960	COL28A1	7	7356203
16961	MPLKIP	7	40126027
16962	HBP1	7	107168961
16963	GPR22	7	107470018
16964	PPP1R3A	7	113876777
16965	EN2	7	155458129
16966	SUGCT	7	40135005
16967	CLEC5A	7	141927357
16968	TAS2R38	7	141972631
16969	GPR37	7	124743885
16970	RBAK-RBAKDN	7	4983718
16971	COPS6	7	100088969
16972	MCM7	7	100092728
16973	AP4M1	7	100101549
16974	CNPY4	7	100119634
16975	MBLAC1	7	100126785
16976	TRAPPC14	7	100154420
16977	GAL3ST4	7	100159244
16978	GPC2	7	100169606
16979	PPP1R35	7	100435282
16980	SPACDR	7	100456620
16981	ZNF3	7	100064033
16982	CDK6	7	92604921
16983	SPATA48	7	50095883
16984	KIAA1549	7	138831381
16985	GPNMB	7	23235967
16986	SLC25A13	7	96120220
16987	TAS2R4	7	141776674
16988	CCM2	7	44999475
16989	CRYGN	7	151428832
16990	ZNF92	7	65373799
16991	WDR86	7	151375909
16992	IFRD1	7	112422887
16994	LSMEM1	7	112480853
16995	NOS3	7	150991017
16996	ASIC3	7	151048292
16997	CDK5	7	151053815
16999	TMUB1	7	151081085
17000	AGAP3	7	151085831
17001	ASB10	7	151175698
17002	IQCA1L	7	151190873
17003	ABCF2	7	151211484
17004	HERPUD2	7	35632659
17005	RSBN1L	7	77696459
17006	TMEM60	7	77793728
17007	MAGI2	7	78017055
17008	GGCT	7	30496621
17010	CRHR2	7	30651942
17011	GARS1	7	30580533
17012	YAE1	7	39566385
17013	RALA	7	39623565
17014	CALCR	7	93424486
17015	MGAM	7	141907813
17016	POU6F2	7	38977909
17017	CTAGE6	7	143755089
17019	GIMAP2	7	150685697
17020	GIMAP1	7	150716606
17021	GIMAP1-GIMAP5	7	150716668
17022	TMEM176B	7	150791285
17023	TMEM176A	7	150800403
17025	ADCK2	7	140672945
17026	NDUFB2	7	140690777
17027	MRPS33	7	141002610
17028	DUS4L	7	107563484
17029	CPA2	7	130266863
17030	CPA4	7	130293134
17031	MEST	7	130486171
17032	GALNT11	7	152025674
17033	CPSF4	7	99438922
17034	ATP5MF	7	99448475
17035	ZNF789	7	99472890
17036	ZNF394	7	99473877
17037	FAM200A	7	99546300
17038	ZNF655	7	99558406
17040	TMEM225B	7	99598267
17041	ZSCAN25	7	99616946
17042	CYP3A5	7	99648194
17043	CYP3A7	7	99705036
17044	GJC3	7	99923266
17045	CNTNAP2	7	146116002
17046	SRRM3	7	76201896
17047	YWHAG	7	76326799
17048	SSC4D	7	76389334
17049	ZP3	7	76397518
17050	HSPB1	7	76302673
17051	CRPPA	7	16087525
17052	SOSTDC1	7	16461481
17053	LRRC72	7	16526825
17054	ACTB	7	5526409
17055	FSCN1	7	5592816
17056	SMARCD3	7	151238764
17057	DMTF1	7	87152409
17058	CLDN15	7	101232092
17059	TSGA13	7	130668643
17060	ZKSCAN5	7	99504662
17061	TMEM130	7	98846488
17062	AOC1	7	150824627
17063	SUMF2	7	56064002
17064	RNF216	7	5620047
17065	MATCAP2	7	36324152
17066	PHF14	7	10973336
17067	CEP41	7	130393771
17068	LAMB1	7	107923799
17069	LRRC61	7	150323263
17070	RARRES2	7	150338317
17071	NUP205	7	135557917
17072	SCRN1	7	29920104
17073	FKBP14	7	30010587
17074	AEBP1	7	44104345
17075	MYL7	7	44138864
17076	VPS37D	7	73667831
17077	DNAJC30	7	73680918
17078	STX1A	7	73699206
17079	CLDN3	7	73768997
17080	METTL27	7	73834590
17081	TMEM270	7	73861159
17082	RBM28	7	128297685
17083	IMPDH1	7	128392277
17084	HILPDA	7	128455849
17085	METTL2B	7	128476729
17086	ALKBH4	7	102456238
17087	LRWD1	7	102464956
17090	UPK3BL1	7	102637025
17092	CFAP69	7	90245174
17093	GTPBP10	7	90335223
17094	CLDN12	7	90383721
17095	CDK14	7	90466424
17096	FZD1	7	91264433
17097	PTTG1IP2	7	90469639
17098	CAV1	7	116524994
17099	MET	7	116672196
17100	NFE2L3	7	26152198
17101	CBX3	7	26201162
17103	PSMA2	7	42916828
17104	MRPL32	7	42932376
17105	DNAJC2	7	103312289
17106	SLC26A5	7	103352730
17107	LIMK1	7	74082933
17108	PSMC2	7	103328570
17109	CROT	7	87345664
17110	ABCB4	7	87401696
17111	ABCB1	7	87503017
17112	PPIA	7	44796680
17113	H2AZ2	7	44826791
17114	PURB	7	44876299
17115	DBNL	7	44044640
17116	PGAM2	7	44062727
17117	POLM	7	44072062
17118	YKT6	7	44200959
17119	FGL2	7	77193369
17120	GNA12	7	2728105
17121	LAT2	7	74199652
17122	RFC2	7	74231499
17123	CLIP2	7	74289407
17124	INHBA	7	41667168
17125	EPHB6	7	142855061
17126	TRPV6	7	142871208
17127	TRPV5	7	142908101
17128	KEL	7	142941114
17129	PIP	7	143132077
17130	LLCFC1	7	142939343
17131	IQUB	7	123452193
17132	NDUFA5	7	123536997
17133	LMOD2	7	123655866
17134	WASL	7	123681943
17135	HYAL4	7	123828983
17136	PCOLCE	7	100602363
17137	MOSPD3	7	100612102
17138	TFR2	7	100620416
17139	ACTL6B	7	100643097
17140	GNB2	7	100673567
17141	POP7	7	100706121
17142	EPO	7	100720468
17143	ZAN	7	100733595
17144	EPHB4	7	100802565
17145	SLC12A9	7	100826820
17146	TRIP6	7	100867387
17147	SRRT	7	100875103
17148	GIGYF1	7	100679507
17149	FAM220A	7	6329411
17150	DAGLB	7	6409126
17151	KDELR2	7	6445953
17152	SLC4A2	7	151057210
17153	CCDC136	7	128790757
17154	ATP6V1F	7	128862856
17155	ATP6V1FNB	7	128866330
17156	TSPAN33	7	129144707
17157	SMO	7	129188633
17158	GLI3	7	41960949
17159	VSTM2A	7	54542325
17160	PALS2	7	24573268
17161	DGKB	7	14145049
17162	ST7	7	116953238
17163	FLNC	7	128830406
17164	COG5	7	107201372
17165	ABCB8	7	151028422
17166	RABGEF1	7	66682164
17167	TRIM4	7	99876958
17168	CPA5	7	130344816
17169	KLF14	7	130730697
17170	KCTD7	7	66628881
17171	BHLHA15	7	98211439
17172	SMURF1	7	99027440
17173	CCZ1B	7	6794134
17174	MMD2	7	4905989
17175	RAPGEF5	7	22118236
17176	ACHE	7	100889994
17177	CUX1	7	101815904
17178	STEAP1B	7	22419444
17179	NAMPT	7	106248298
17180	CHRM2	7	136868652
17181	ZC3HAV1L	7	139025706
17182	ZC3HAV1	7	139043515
17183	TTC26	7	139133744
17184	UBN2	7	139230356
17185	FEZF1	7	122301303
17186	AASS	7	122064583
17187	PRKRIP1	7	102363872
17188	RELN	7	103471381
17189	ORC5	7	104126341
17190	OPN1SW	7	128772485
17191	MRM2	7	2234195
17192	SNX8	7	2251770
17193	CHST12	7	2403588
17194	MAD1L1	7	1815793
17196	OCM	7	5879827
17197	CCZ1	7	5898725
17198	INMT-MINDY4	7	30752137
17199	MINDY4	7	30771417
17201	AQP1	7	30911853
17202	GHRHR	7	30938669
17203	KPNA7	7	99173572
17204	NUB1	7	151341772
17205	TAS2R39	7	143183419
17206	TAS2R40	7	143222037
17207	GSTK1	7	143244093
17208	TMEM139	7	143279957
17209	CASP2	7	143288215
17210	FAM131B	7	143353400
17211	ZYX	7	143381295
17212	EPHA1	7	143390289
17213	TAS2R60	7	143443453
17214	TAS2R41	7	143477873
17215	CTAGE15	7	143571801
17216	TCAF2C	7	143639230
17217	AKAP9	7	91940840
17218	STAG3	7	100177563
17220	HYCC1	7	22889371
17221	GPR85	7	113078331
17222	NUDT1	7	2242226
17223	EIF4H	7	74174231
17224	SLC29A4	7	5274369
17225	ELMO1	7	36852906
17226	CLDN4	7	73799542
17227	OR9A4	7	141916399
17228	OR2F1	7	143954844
17229	LRRD1	7	92141643
17230	ATXN7L1	7	105604772
17231	NAPEPLD	7	103099776
17232	LANCL2	7	55365337
17233	KMT2C	7	152134922
17234	IGFBP1	7	45888360
17235	IGFBP3	7	45912245
17236	FKBP9	7	32957404
17237	NT5C3A	7	33014130
17238	RP9	7	33094797
17239	ZNF138	7	64794388
17240	GARIN1A	7	128671693
17241	LHFPL3	7	104328603
17242	SLC25A40	7	87833568
17243	DBF4	7	87876216
17244	SRI	7	88205115
17245	STEAP4	7	88270892
17246	ADAM22	7	87934143
17247	GSAP	7	77310751
17248	PTPN12	7	77537295
17249	OR6B1	7	144000320
17250	FERD3L	7	19144782
17251	CYREN	7	135092363
17252	TMEM140	7	135148072
17253	WDR91	7	135183839
17254	OR2A42	7	144228244
17255	OR2A7	7	144257663
17256	OR2A1	7	144312419
17257	ARHGEF5	7	144355288
17258	NOBOX	7	144397240
17259	OR2A5	7	144048948
17260	OR2A25	7	144069811
17261	OR2A12	7	144086278
17262	OR2A14	7	144123176
17263	RBM33	7	155644451
17264	SHH	7	155799980
17265	RNF32	7	156640281
17266	LMBR1	7	156668946
17267	NOM1	7	156949712
17268	MNX1	7	156994051
17269	GCK	7	44143213
17270	C7orf33	7	148590766
17271	EZH2	7	148807257
17272	KCNH2	7	150944961
17273	CCDC146	7	77122434
17274	TRIM74	7	72959485
17275	ZNF853	7	6615610
17276	ZNF316	7	6637318
17277	ZNF12	7	6688433
17278	ABHD11	7	73736094
17279	MUC3A	7	100949534
17280	MUC17	7	101020072
17281	TRIM56	7	101085481
17282	HOXA1	7	27092993
17283	HOXA2	7	27100354
17284	HOXA4	7	27128507
17285	HOXA5	7	27141052
17286	HOXA6	7	27145396
17287	HOXA7	7	27153716
17288	HOXA9	7	27162438
17290	HOXA11	7	27181157
17291	HOXA13	7	27193503
17292	EVX1	7	27242700
17293	NSUN5	7	73302516
17294	TRIM50	7	73312536
17295	FKBP6	7	73328161
17296	SEMA3D	7	84995553
17297	CASTOR2	7	74964705
17298	RCC1L	7	75027122
17299	FZD9	7	73433778
17300	RBAK	7	5045821
17301	ABCB5	7	20615667
17302	ATP6V0E2	7	149872968
17303	TAX1BP1	7	27739331
17304	OR6V1	7	143052341
17305	OR2F2	7	143935233
17306	OR2A2	7	144109583
17307	GRM3	7	86643909
17308	DTX2	7	76461676
17309	OR9A2	7	143026200
17310	TNPO3	7	128954180
17311	H2BK1	7	151207837
17313	TNRC18	7	5306790
17314	MUC12	7	100969565
17315	ZCWPW1	7	100400826
